O*NET-SOC Code,Title,Workplace Example,Hot Technology,In Demand
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,STI Computer Services ChartMaker,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Varian Medical Systems,N,N
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Web browser software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",ACT Discover,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",ACT WorkKeys,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Adobe ActionScript,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Adobe Photoshop,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Athena Software Penelope Case Management,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackbaud The Raiser's Edge,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackboard software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackboard Wimba,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Bloomz,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Cruising,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career decision-making programs,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Dimensions Focus 2,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career management systems CMS,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Zone,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Centers for Disease Control and Prevention CDC WONDER,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Centers for Disease Control and Prevention Epi Info,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Chat software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Coin Educational Products Climb K-5 Online,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Coin Educational Products Coin Jr.,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",College Central Network Career Services Central,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Common Curriculum,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computer-assisted career guidance software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computer-assisted live supervision,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computerized diagnostic programs,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computerized statistical packages,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Computerized testing programs,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Counseling software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Database application software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Database software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Email software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Ext JS,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",EZAnalyze,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Facebook,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",FileMaker Pro,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Classroom,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Docs,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Drive,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Meet,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",GroupMe,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Healthcare common procedure coding system HCPCS,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Intrado SchoolMessenger,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Kuder Navigator,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",LexisNexis,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",LinkedIn,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",LogMeIn GoToMeeting,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Access,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Dynamics,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Excel,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Internet Explorer,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Office software,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Outlook,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft PowerPoint,Y,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Project,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Publisher,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SharePoint,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SQL Server Reporting Services SSRS,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Word,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Moodle,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Naviance Succeed,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",O*NET OnLine,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Oracle PeopleSoft,Y,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Oracle Taleo,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Orbius,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Padlet,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Palm Pal Transana,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Prezi,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Productivity software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Schoology,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Screencastify,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",SmugMug Flickr,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Social Solutions ETO,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Student information systems SIS software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Web browser software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Web page design and editing software,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Yahoo! Email,N,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Zoomerang,N,N
21-1013.00,Marriage and Family Therapists,Advantage Software Psych Advantage,N,N
21-1013.00,Marriage and Family Therapists,American Medical Billing Software PMA,N,N
21-1013.00,Marriage and Family Therapists,Anasazi Software Client Data System,N,N
21-1013.00,Marriage and Family Therapists,Beaver Creek Software The THERAPIST,N,N
21-1013.00,Marriage and Family Therapists,Blueberry Harbor Software Clinical Record Keeper,N,N
21-1013.00,Marriage and Family Therapists,Care Paths eRecord,N,N
21-1013.00,Marriage and Family Therapists,Casamba Smart,N,N
21-1013.00,Marriage and Family Therapists,Cornucopia Software Practice MAGIC,N,N
21-1013.00,Marriage and Family Therapists,DocuTrac QuicDoc,N,N
21-1013.00,Marriage and Family Therapists,eMDs Medisoft,N,N
21-1013.00,Marriage and Family Therapists,EZ2Bill Confidant,N,N
21-1013.00,Marriage and Family Therapists,EZClaim medical billing software,N,N
21-1013.00,Marriage and Family Therapists,Google Meet,N,Y
21-1013.00,Marriage and Family Therapists,Hypertext preprocessor PHP,N,N
21-1013.00,Marriage and Family Therapists,Intuit QuickBooks,Y,N
21-1013.00,Marriage and Family Therapists,Mdansby The PsychReport,N,N
21-1013.00,Marriage and Family Therapists,Microsoft Access,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Excel,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Office software,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Outlook,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft PowerPoint,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Teams,Y,N
21-1013.00,Marriage and Family Therapists,Microsoft Word,Y,N
21-1013.00,Marriage and Family Therapists,Netsmart Technologies Helper,N,N
21-1013.00,Marriage and Family Therapists,PM/2 Clinical Planner,N,N
21-1013.00,Marriage and Family Therapists,PracticePRO Software Systems QuickPractice,N,N
21-1013.00,Marriage and Family Therapists,Saner Software ShrinkRapt,N,N
21-1013.00,Marriage and Family Therapists,SumTime Software SumTime,N,N
21-1013.00,Marriage and Family Therapists,Synergistic Office Solutions SOS Case Manager,N,N
21-1013.00,Marriage and Family Therapists,TheraManager,N,N
21-1013.00,Marriage and Family Therapists,Web browser software,N,N
21-1013.00,Marriage and Family Therapists,Zoom,Y,Y
21-1014.00,Mental Health Counselors,Client information database systems,N,N
21-1014.00,Mental Health Counselors,Database software,N,N
21-1014.00,Mental Health Counselors,Email software,N,N
21-1014.00,Mental Health Counselors,Google Classroom,N,N
21-1014.00,Mental Health Counselors,Management information systems MIS,N,N
21-1014.00,Mental Health Counselors,Microsoft Access,Y,N
21-1014.00,Mental Health Counselors,Microsoft Dynamics,N,N
21-1014.00,Mental Health Counselors,Microsoft Excel,Y,N
21-1014.00,Mental Health Counselors,Microsoft Internet Explorer,N,N
21-1014.00,Mental Health Counselors,Microsoft Office software,Y,N
21-1014.00,Mental Health Counselors,Microsoft Outlook,Y,N
21-1014.00,Mental Health Counselors,Microsoft PowerPoint,Y,N
21-1014.00,Mental Health Counselors,Microsoft Word,Y,N
21-1014.00,Mental Health Counselors,Netscape Navigator,N,N
21-1014.00,Mental Health Counselors,Oracle PeopleSoft,Y,N
21-1014.00,Mental Health Counselors,Patient electronic medical record EMR software,N,N
21-1014.00,Mental Health Counselors,Scheduling software,N,N
21-1014.00,Mental Health Counselors,Statistical software,N,N
21-1014.00,Mental Health Counselors,Test interpretation software,N,N
21-1014.00,Mental Health Counselors,Web browser software,N,N
21-1015.00,Rehabilitation Counselors,Adobe Acrobat Reader,N,N
21-1015.00,Rehabilitation Counselors,Budgeting software,N,N
21-1015.00,Rehabilitation Counselors,Chart Links,N,N
21-1015.00,Rehabilitation Counselors,Client information database software,N,N
21-1015.00,Rehabilitation Counselors,Data input software,N,N
21-1015.00,Rehabilitation Counselors,Electronic medical record EMR software,N,N
21-1015.00,Rehabilitation Counselors,Email software,N,N
21-1015.00,Rehabilitation Counselors,Encryption software,N,N
21-1015.00,Rehabilitation Counselors,Fanatic Software Informant,N,N
21-1015.00,Rehabilitation Counselors,Global positioning system GPS software,N,N
21-1015.00,Rehabilitation Counselors,Microsoft ActiveSync,N,N
21-1015.00,Rehabilitation Counselors,Microsoft Excel,Y,N
21-1015.00,Rehabilitation Counselors,Microsoft Internet Explorer,N,N
21-1015.00,Rehabilitation Counselors,Microsoft Mobile Explorer MME,N,N
21-1015.00,Rehabilitation Counselors,Microsoft Office Mobile,N,N
21-1015.00,Rehabilitation Counselors,Microsoft Office Outlook,N,N
21-1015.00,Rehabilitation Counselors,Microsoft Office software,Y,Y
21-1015.00,Rehabilitation Counselors,Microsoft Outlook,Y,N
21-1015.00,Rehabilitation Counselors,Microsoft PowerPoint,Y,N
21-1015.00,Rehabilitation Counselors,Microsoft Word,Y,N
21-1015.00,Rehabilitation Counselors,Netscape Navigator,N,N
21-1015.00,Rehabilitation Counselors,Scheduling software,N,N
21-1015.00,Rehabilitation Counselors,SkillTRAN Job Browser Pro,N,N
21-1015.00,Rehabilitation Counselors,SkillTRAN OASYS,N,N
21-1015.00,Rehabilitation Counselors,Test interpretation software,N,N
21-1015.00,Rehabilitation Counselors,Virus protection software,N,N
21-1015.00,Rehabilitation Counselors,Web browser software,N,N
21-1015.00,Rehabilitation Counselors,Word recognition software,N,N
21-1021.00,"Child, Family, and School Social Workers",EasyCBM,N,N
21-1021.00,"Child, Family, and School Social Workers",Microsoft Access,Y,N
21-1021.00,"Child, Family, and School Social Workers",Microsoft Excel,Y,Y
21-1021.00,"Child, Family, and School Social Workers",Microsoft Office software,Y,Y
21-1021.00,"Child, Family, and School Social Workers",Microsoft Outlook,Y,Y
21-1021.00,"Child, Family, and School Social Workers",Microsoft PowerPoint,Y,N
21-1021.00,"Child, Family, and School Social Workers",Microsoft Word,Y,N
21-1021.00,"Child, Family, and School Social Workers",Patient electronic medical record EMR software,N,N
21-1021.00,"Child, Family, and School Social Workers",Student information systems SIS software,N,N
21-1021.00,"Child, Family, and School Social Workers",Web browser software,N,N
21-1022.00,Healthcare Social Workers,Adobe PageMaker,N,N
21-1022.00,Healthcare Social Workers,Automated clinical information systems,N,N
21-1022.00,Healthcare Social Workers,Calendar software,N,N
21-1022.00,Healthcare Social Workers,Command Systems ComServe,N,N
21-1022.00,Healthcare Social Workers,Corel WordPerfect Office Suite,N,N
21-1022.00,Healthcare Social Workers,Database software,N,N
21-1022.00,Healthcare Social Workers,Email software,N,N
21-1022.00,Healthcare Social Workers,Google Meet,N,Y
21-1022.00,Healthcare Social Workers,Healthcare common procedure coding system HCPCS,N,N
21-1022.00,Healthcare Social Workers,Information presentation software,N,N
21-1022.00,Healthcare Social Workers,Intrado SchoolMessenger,N,N
21-1022.00,Healthcare Social Workers,James Frazier Associates DataStart,N,N
21-1022.00,Healthcare Social Workers,Medical procedure coding software,N,N
21-1022.00,Healthcare Social Workers,Medical records software,N,N
21-1022.00,Healthcare Social Workers,MEDITECH software,Y,N
21-1022.00,Healthcare Social Workers,Microsoft Excel,Y,N
21-1022.00,Healthcare Social Workers,Microsoft Office software,Y,N
21-1022.00,Healthcare Social Workers,Microsoft PowerPoint,Y,N
21-1022.00,Healthcare Social Workers,Microsoft Publisher,N,N
21-1022.00,Healthcare Social Workers,Microsoft Teams,Y,Y
21-1022.00,Healthcare Social Workers,Microsoft Word,Y,N
21-1022.00,Healthcare Social Workers,Patient electronic medical record EMR software,N,N
21-1022.00,Healthcare Social Workers,Relational database software,N,N
21-1022.00,Healthcare Social Workers,Social Solutions ETO,N,N
21-1022.00,Healthcare Social Workers,Social Work Software ClientTouch,N,N
21-1022.00,Healthcare Social Workers,Web browser software,N,N
21-1022.00,Healthcare Social Workers,Web page design and editing software,N,N
21-1022.00,Healthcare Social Workers,Zoom,Y,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Adobe Acrobat,Y,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Adobe PageMaker,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Client records software,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Corel WordPerfect Office Suite,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Database software,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Email software,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Information presentation software,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,James Frazier Associates DataStart,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Medical condition coding software,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Medical procedure coding software,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Excel,Y,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Internet Explorer,N,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Office software,Y,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Outlook,Y,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft PowerPoint,Y,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Publisher,N,N
