O*NET-SOC Code,Title,Element Name,Data Value
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Active Learning,3.12
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Learning Strategies,3.12
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Writing,3.0
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Mathematics,2.88
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Science,1.62
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Active Listening,3.0
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Speaking,3.0
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Critical Thinking,2.75
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Monitoring,2.75
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Active Learning,2.62
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Reading Comprehension,2.5
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Writing,2.38
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Learning Strategies,2.12
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Mathematics,1.38
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Science,1.0
37-2012.00,Maids and Housekeeping Cleaners,Active Listening,2.75
37-2012.00,Maids and Housekeeping Cleaners,Speaking,2.75
37-2012.00,Maids and Housekeeping Cleaners,Critical Thinking,2.75
37-2012.00,Maids and Housekeeping Cleaners,Monitoring,2.75
37-2012.00,Maids and Housekeeping Cleaners,Reading Comprehension,2.62
37-2012.00,Maids and Housekeeping Cleaners,Writing,2.12
37-2012.00,Maids and Housekeeping Cleaners,Active Learning,2.12
37-2012.00,Maids and Housekeeping Cleaners,Learning Strategies,2.12
37-2012.00,Maids and Housekeeping Cleaners,Mathematics,1.88
37-2012.00,Maids and Housekeeping Cleaners,Science,1.0
37-2021.00,Pest Control Workers,Active Listening,3.75
37-2021.00,Pest Control Workers,Critical Thinking,3.75
37-2021.00,Pest Control Workers,Writing,3.62
37-2021.00,Pest Control Workers,Speaking,3.62
37-2021.00,Pest Control Workers,Monitoring,3.62
37-2021.00,Pest Control Workers,Active Learning,3.12
37-2021.00,Pest Control Workers,Reading Comprehension,3.0
37-2021.00,Pest Control Workers,Learning Strategies,2.75
37-2021.00,Pest Control Workers,Mathematics,2.62
37-2021.00,Pest Control Workers,Science,2.0
37-3011.00,Landscaping and Groundskeeping Workers,Critical Thinking,2.62
37-3011.00,Landscaping and Groundskeeping Workers,Active Listening,2.38
37-3011.00,Landscaping and Groundskeeping Workers,Speaking,2.38
37-3011.00,Landscaping and Groundskeeping Workers,Monitoring,2.38
37-3011.00,Landscaping and Groundskeeping Workers,Reading Comprehension,2.0
37-3011.00,Landscaping and Groundskeeping Workers,Active Learning,1.88
37-3011.00,Landscaping and Groundskeeping Workers,Writing,1.75
37-3011.00,Landscaping and Groundskeeping Workers,Learning Strategies,1.75
37-3011.00,Landscaping and Groundskeeping Workers,Mathematics,1.5
37-3011.00,Landscaping and Groundskeeping Workers,Science,1.25
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Reading Comprehension,2.88
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Active Listening,2.88
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Critical Thinking,2.88
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Speaking,2.75
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Monitoring,2.62
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Writing,2.5
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Active Learning,2.5
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Mathematics,2.12
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Learning Strategies,2.0
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Science,1.88
37-3013.00,Tree Trimmers and Pruners,Critical Thinking,3.25
37-3013.00,Tree Trimmers and Pruners,Monitoring,3.12
37-3013.00,Tree Trimmers and Pruners,Speaking,3.0
37-3013.00,Tree Trimmers and Pruners,Active Listening,2.88
37-3013.00,Tree Trimmers and Pruners,Reading Comprehension,2.62
37-3013.00,Tree Trimmers and Pruners,Active Learning,2.62
37-3013.00,Tree Trimmers and Pruners,Writing,2.5
37-3013.00,Tree Trimmers and Pruners,Learning Strategies,2.25
37-3013.00,Tree Trimmers and Pruners,Mathematics,1.88
37-3013.00,Tree Trimmers and Pruners,Science,1.75
39-1013.00,First-Line Supervisors of Gambling Services Workers,Monitoring,3.88
39-1013.00,First-Line Supervisors of Gambling Services Workers,Active Listening,3.75
39-1013.00,First-Line Supervisors of Gambling Services Workers,Speaking,3.75
39-1013.00,First-Line Supervisors of Gambling Services Workers,Reading Comprehension,3.62
39-1013.00,First-Line Supervisors of Gambling Services Workers,Critical Thinking,3.62
39-1013.00,First-Line Supervisors of Gambling Services Workers,Writing,3.38
39-1013.00,First-Line Supervisors of Gambling Services Workers,Active Learning,3.0
39-1013.00,First-Line Supervisors of Gambling Services Workers,Learning Strategies,2.75
39-1013.00,First-Line Supervisors of Gambling Services Workers,Mathematics,2.62
39-1013.00,First-Line Supervisors of Gambling Services Workers,Science,1.25
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Speaking,3.5
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Reading Comprehension,3.38
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Active Listening,3.38
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Critical Thinking,3.38
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Monitoring,3.38
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Writing,3.25
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Active Learning,3.0
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Learning Strategies,3.0
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Mathematics,2.5
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Science,1.12
39-1022.00,First-Line Supervisors of Personal Service Workers,Active Listening,3.88
39-1022.00,First-Line Supervisors of Personal Service Workers,Critical Thinking,3.88
39-1022.00,First-Line Supervisors of Personal Service Workers,Speaking,3.75
39-1022.00,First-Line Supervisors of Personal Service Workers,Reading Comprehension,3.62
39-1022.00,First-Line Supervisors of Personal Service Workers,Writing,3.25
39-1022.00,First-Line Supervisors of Personal Service Workers,Monitoring,3.25
39-1022.00,First-Line Supervisors of Personal Service Workers,Active Learning,3.12
39-1022.00,First-Line Supervisors of Personal Service Workers,Learning Strategies,3.12
39-1022.00,First-Line Supervisors of Personal Service Workers,Mathematics,2.12
39-1022.00,First-Line Supervisors of Personal Service Workers,Science,1.38
39-2011.00,Animal Trainers,Speaking,3.5
39-2011.00,Animal Trainers,Learning Strategies,3.5
39-2011.00,Animal Trainers,Critical Thinking,3.38
39-2011.00,Animal Trainers,Active Learning,3.25
39-2011.00,Animal Trainers,Active Listening,3.12
39-2011.00,Animal Trainers,Monitoring,3.12
39-2011.00,Animal Trainers,Reading Comprehension,2.88
39-2011.00,Animal Trainers,Writing,2.88
39-2011.00,Animal Trainers,Mathematics,1.88
39-2011.00,Animal Trainers,Science,1.75
39-2021.00,Animal Caretakers,Monitoring,3.12
39-2021.00,Animal Caretakers,Reading Comprehension,3.0
39-2021.00,Animal Caretakers,Active Listening,3.0
39-2021.00,Animal Caretakers,Speaking,2.88
39-2021.00,Animal Caretakers,Writing,2.75
39-2021.00,Animal Caretakers,Critical Thinking,2.75
39-2021.00,Animal Caretakers,Active Learning,2.38
39-2021.00,Animal Caretakers,Mathematics,2.0
39-2021.00,Animal Caretakers,Learning Strategies,2.0
39-2021.00,Animal Caretakers,Science,1.5
39-3011.00,Gambling Dealers,Active Listening,3.38
39-3011.00,Gambling Dealers,Speaking,3.38
39-3011.00,Gambling Dealers,Reading Comprehension,3.0
39-3011.00,Gambling Dealers,Monitoring,3.0
39-3011.00,Gambling Dealers,Mathematics,2.75
39-3011.00,Gambling Dealers,Critical Thinking,2.75
39-3011.00,Gambling Dealers,Writing,2.25
39-3011.00,Gambling Dealers,Active Learning,2.25
39-3011.00,Gambling Dealers,Learning Strategies,2.0
39-3011.00,Gambling Dealers,Science,1.0
39-3012.00,Gambling and Sports Book Writers and Runners,Active Listening,3.5
39-3012.00,Gambling and Sports Book Writers and Runners,Speaking,3.12
39-3012.00,Gambling and Sports Book Writers and Runners,Monitoring,3.12
39-3012.00,Gambling and Sports Book Writers and Runners,Mathematics,3.0
39-3012.00,Gambling and Sports Book Writers and Runners,Writing,2.88
39-3012.00,Gambling and Sports Book Writers and Runners,Critical Thinking,2.88
39-3012.00,Gambling and Sports Book Writers and Runners,Reading Comprehension,2.75
39-3012.00,Gambling and Sports Book Writers and Runners,Active Learning,2.62
39-3012.00,Gambling and Sports Book Writers and Runners,Learning Strategies,2.25
39-3012.00,Gambling and Sports Book Writers and Runners,Science,1.25
39-3021.00,Motion Picture Projectionists,Reading Comprehension,3.0
39-3021.00,Motion Picture Projectionists,Active Listening,3.0
39-3021.00,Motion Picture Projectionists,Speaking,3.0
39-3021.00,Motion Picture Projectionists,Critical Thinking,2.88
39-3021.00,Motion Picture Projectionists,Monitoring,2.88
39-3021.00,Motion Picture Projectionists,Writing,2.12
39-3021.00,Motion Picture Projectionists,Active Learning,2.12
39-3021.00,Motion Picture Projectionists,Learning Strategies,2.0
39-3021.00,Motion Picture Projectionists,Mathematics,1.5
39-3021.00,Motion Picture Projectionists,Science,1.0
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Active Listening,3.12
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Speaking,3.12
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Reading Comprehension,2.75
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Critical Thinking,2.75
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Monitoring,2.75
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Active Learning,2.5
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Writing,2.0
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Learning Strategies,1.88
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Mathematics,1.75
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Science,1.0
39-3091.00,Amusement and Recreation Attendants,Speaking,3.25
39-3091.00,Amusement and Recreation Attendants,Active Listening,3.0
39-3091.00,Amusement and Recreation Attendants,Monitoring,2.88
39-3091.00,Amusement and Recreation Attendants,Critical Thinking,2.75
39-3091.00,Amusement and Recreation Attendants,Writing,2.5
39-3091.00,Amusement and Recreation Attendants,Reading Comprehension,2.38
39-3091.00,Amusement and Recreation Attendants,Active Learning,2.38
39-3091.00,Amusement and Recreation Attendants,Learning Strategies,2.12
39-3091.00,Amusement and Recreation Attendants,Mathematics,2.0
39-3091.00,Amusement and Recreation Attendants,Science,1.0
39-3092.00,Costume Attendants,Active Listening,3.12
39-3092.00,Costume Attendants,Speaking,3.12
39-3092.00,Costume Attendants,Monitoring,3.12
39-3092.00,Costume Attendants,Reading Comprehension,2.88
39-3092.00,Costume Attendants,Critical Thinking,2.88
39-3092.00,Costume Attendants,Writing,2.5
39-3092.00,Costume Attendants,Active Learning,2.5
39-3092.00,Costume Attendants,Learning Strategies,1.88
39-3092.00,Costume Attendants,Mathematics,1.5
39-3092.00,Costume Attendants,Science,1.0
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Active Listening,3.38
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Speaking,3.38
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Reading Comprehension,2.75
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Monitoring,2.5
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Writing,2.38
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Critical Thinking,2.38
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Active Learning,1.88
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Mathematics,1.62
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Learning Strategies,1.5
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Science,1.0
39-4011.00,Embalmers,Speaking,3.88
39-4011.00,Embalmers,Active Listening,3.75
39-4011.00,Embalmers,Writing,3.12
39-4011.00,Embalmers,Critical Thinking,3.12
39-4011.00,Embalmers,Reading Comprehension,3.0
39-4011.00,Embalmers,Active Learning,3.0
39-4011.00,Embalmers,Monitoring,3.0
39-4011.00,Embalmers,Science,2.62
39-4011.00,Embalmers,Learning Strategies,2.12
39-4011.00,Embalmers,Mathematics,2.0
39-4021.00,Funeral Attendants,Active Listening,3.12
39-4021.00,Funeral Attendants,Speaking,3.0
39-4021.00,Funeral Attendants,Monitoring,3.0
39-4021.00,Funeral Attendants,Reading Comprehension,2.75
39-4021.00,Funeral Attendants,Critical Thinking,2.62
39-4021.00,Funeral Attendants,Writing,2.25
39-4021.00,Funeral Attendants,Active Learning,2.0
39-4021.00,Funeral Attendants,Learning Strategies,2.0
39-4021.00,Funeral Attendants,Mathematics,1.75
39-4021.00,Funeral Attendants,Science,1.25
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Active Listening,4.12
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Speaking,3.75
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Reading Comprehension,3.25
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Writing,3.25
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Critical Thinking,3.12
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Active Learning,3.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Monitoring,3.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Mathematics,2.75
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Learning Strategies,2.75
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Science,1.75
39-5011.00,Barbers,Active Listening,3.25
39-5011.00,Barbers,Speaking,3.12
39-5011.00,Barbers,Reading Comprehension,2.75
39-5011.00,Barbers,Monitoring,2.75
39-5011.00,Barbers,Critical Thinking,2.62
39-5011.00,Barbers,Active Learning,2.62
39-5011.00,Barbers,Writing,2.25
39-5011.00,Barbers,Learning Strategies,2.25
39-5011.00,Barbers,Mathematics,1.88
39-5011.00,Barbers,Science,1.12
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Active Listening,3.88
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Speaking,3.75
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Critical Thinking,3.38
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Active Learning,3.25
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Reading Comprehension,3.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Monitoring,3.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Writing,2.88
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Learning Strategies,2.88
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Mathematics,2.38
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Science,1.62
39-5091.00,"Makeup Artists, Theatrical and Performance",Speaking,3.75
39-5091.00,"Makeup Artists, Theatrical and Performance",Reading Comprehension,3.62
39-5091.00,"Makeup Artists, Theatrical and Performance",Active Listening,3.5
39-5091.00,"Makeup Artists, Theatrical and Performance",Critical Thinking,3.25
39-5091.00,"Makeup Artists, Theatrical and Performance",Active Learning,3.12
39-5091.00,"Makeup Artists, Theatrical and Performance",Monitoring,3.12
39-5091.00,"Makeup Artists, Theatrical and Performance",Writing,2.88
39-5091.00,"Makeup Artists, Theatrical and Performance",Learning Strategies,2.75
39-5091.00,"Makeup Artists, Theatrical and Performance",Mathematics,2.12
39-5091.00,"Makeup Artists, Theatrical and Performance",Science,1.5
39-5092.00,Manicurists and Pedicurists,Active Listening,3.0
39-5092.00,Manicurists and Pedicurists,Speaking,3.0
39-5092.00,Manicurists and Pedicurists,Reading Comprehension,2.75
